Nom du Produit,Note,Prix,Ventes,Lien
SYNOLOGY DiskStation DS620SLIM Serveur de Stockage,"4,5 sur 5 étoiles","509,",83,https://www.amazon.fr/SYNOLOGY-DiskStation-DS620SLIM-Stockage-Ethernet/dp/B07V1JMBVQ/ref=sr_1_43?dib=eyJ2IjoiMSJ9.L3l44h4Z7BC0-CiSRb0r0ldwvgBK0q7P8zlv1wJFxlMWPzpsD0gMEbDHmUkLrrHWGrM25Ado9QLgTkPLymwoj8W-a1h_PIEFsIH499e-rdyUX7qCSJV7Ud9ygFiXWDwhkYkKzgFiCTc6L5Jk7cmVBui9HTT-Ztoulnv7UfBUiOroKnpYWr5WBkOKDAGnEZpvKH9kehWR_zRjorUOA22XzZjaPcEgD44BSP_gAX18QZrUjK7_4p8K-EzN4kh5GEftvW5VrlgthvIlT8E3vUnejn3hzDZ3eq6LeH3fkkCsy5M.uBUZ2IUEgPplFDzzDtXQzM__W4XDE2k1Zi7FoSSmbog&dib_tag=se&keywords=serveur+nas&qid=1708504535&sr=8-43
WD 0 To My Cloud Pro PR4100 Pro Serie 4-Bay Networ,"4,3 sur 5 étoiles","607,",459,https://www.amazon.fr/Cloud-Pro-PR4100-Bo%C3%AEtier-WDBNFA0000NBK-EESN/dp/B01GRFF1JQ/ref=sr_1_44?dib=eyJ2IjoiMSJ9.L3l44h4Z7BC0-CiSRb0r0ldwvgBK0q7P8zlv1wJFxlMWPzpsD0gMEbDHmUkLrrHWGrM25Ado9QLgTkPLymwoj8W-a1h_PIEFsIH499e-rdyUX7qCSJV7Ud9ygFiXWDwhkYkKzgFiCTc6L5Jk7cmVBui9HTT-Ztoulnv7UfBUiOroKnpYWr5WBkOKDAGnEZpvKH9kehWR_zRjorUOA22XzZjaPcEgD44BSP_gAX18QZrUjK7_4p8K-EzN4kh5GEftvW5VrlgthvIlT8E3vUnejn3hzDZ3eq6LeH3fkkCsy5M.uBUZ2IUEgPplFDzzDtXQzM__W4XDE2k1Zi7FoSSmbog&dib_tag=se&keywords=serveur+nas&qid=1708504535&sr=8-44
TERRAMASTER D4-300 4 Baies USB 3.1 (Gen1) Type-C S,"4,4 sur 5 étoiles","179,",485,https://www.amazon.fr/TerraMaster-D4-300-Bo%C3%AEtier-externe-rempla%C3%A7able/dp/B08CN4Z4PC/ref=sr_1_45?dib=eyJ2IjoiMSJ9.L3l44h4Z7BC0-CiSRb0r0ldwvgBK0q7P8zlv1wJFxlMWPzpsD0gMEbDHmUkLrrHWGrM25Ado9QLgTkPLymwoj8W-a1h_PIEFsIH499e-rdyUX7qCSJV7Ud9ygFiXWDwhkYkKzgFiCTc6L5Jk7cmVBui9HTT-Ztoulnv7UfBUiOroKnpYWr5WBkOKDAGnEZpvKH9kehWR_zRjorUOA22XzZjaPcEgD44BSP_gAX18QZrUjK7_4p8K-EzN4kh5GEftvW5VrlgthvIlT8E3vUnejn3hzDZ3eq6LeH3fkkCsy5M.uBUZ2IUEgPplFDzzDtXQzM__W4XDE2k1Zi7FoSSmbog&dib_tag=se&keywords=serveur+nas&qid=1708504535&sr=8-45
Asustor AS5404T Nimbustor 4 Gen2 - Serveur NAS 4 B,"4,1 sur 5 étoiles","574,",14,https://www.amazon.fr/Asustor-AS5404T-Nimbustor-Gen2-emplacements/dp/B0C5M8RMMM/ref=sr_1_46?dib=eyJ2IjoiMSJ9.L3l44h4Z7BC0-CiSRb0r0ldwvgBK0q7P8zlv1wJFxlMWPzpsD0gMEbDHmUkLrrHWGrM25Ado9QLgTkPLymwoj8W-a1h_PIEFsIH499e-rdyUX7qCSJV7Ud9ygFiXWDwhkYkKzgFiCTc6L5Jk7cmVBui9HTT-Ztoulnv7UfBUiOroKnpYWr5WBkOKDAGnEZpvKH9kehWR_zRjorUOA22XzZjaPcEgD44BSP_gAX18QZrUjK7_4p8K-EzN4kh5GEftvW5VrlgthvIlT8E3vUnejn3hzDZ3eq6LeH3fkkCsy5M.uBUZ2IUEgPplFDzzDtXQzM__W4XDE2k1Zi7FoSSmbog&dib_tag=se&keywords=serveur+nas&qid=1708504535&sr=8-46
TerraMaster F2-221 Serveur de Stockage en Nuage NA,"4,0 sur 5 étoiles","269,",561,https://www.amazon.fr/TerraMaster-F2-221-Serveur-Stockage-Dual-Core/dp/B07JNDQFM7/ref=sr_1_47?dib=eyJ2IjoiMSJ9.L3l44h4Z7BC0-CiSRb0r0ldwvgBK0q7P8zlv1wJFxlMWPzpsD0gMEbDHmUkLrrHWGrM25Ado9QLgTkPLymwoj8W-a1h_PIEFsIH499e-rdyUX7qCSJV7Ud9ygFiXWDwhkYkKzgFiCTc6L5Jk7cmVBui9HTT-Ztoulnv7UfBUiOroKnpYWr5WBkOKDAGnEZpvKH9kehWR_zRjorUOA22XzZjaPcEgD44BSP_gAX18QZrUjK7_4p8K-EzN4kh5GEftvW5VrlgthvIlT8E3vUnejn3hzDZ3eq6LeH3fkkCsy5M.uBUZ2IUEgPplFDzzDtXQzM__W4XDE2k1Zi7FoSSmbog&dib_tag=se&keywords=serveur+nas&qid=1708504535&sr=8-47
QNAP TS-233 2-Bay Desktop NAS Enclosure Quad Core ,"4,4 sur 5 étoiles","229,",187,https://www.amazon.fr/QNAP-TS-233-Enclosure-Ordinateur-Bureau/dp/B09MZBK7C8/ref=sr_1_48?dib=eyJ2IjoiMSJ9.L3l44h4Z7BC0-CiSRb0r0ldwvgBK0q7P8zlv1wJFxlMWPzpsD0gMEbDHmUkLrrHWGrM25Ado9QLgTkPLymwoj8W-a1h_PIEFsIH499e-rdyUX7qCSJV7Ud9ygFiXWDwhkYkKzgFiCTc6L5Jk7cmVBui9HTT-Ztoulnv7UfBUiOroKnpYWr5WBkOKDAGnEZpvKH9kehWR_zRjorUOA22XzZjaPcEgD44BSP_gAX18QZrUjK7_4p8K-EzN4kh5GEftvW5VrlgthvIlT8E3vUnejn3hzDZ3eq6LeH3fkkCsy5M.uBUZ2IUEgPplFDzzDtXQzM__W4XDE2k1Zi7FoSSmbog&dib_tag=se&keywords=serveur+nas&qid=1708504535&sr=8-48
FANTEC QB-35US3-6G Boîtier pour quatre disques dur,"4,3 sur 5 étoiles","158,",3 045,https://www.amazon.fr/QB-35US3-6G-Bo%C3%AEtier-disques-externes-ventilateur/dp/B00ORENYJE/ref=sr_1_49?dib=eyJ2IjoiMSJ9.L3l44h4Z7BC0-CiSRb0r0ldwvgBK0q7P8zlv1wJFxlMWPzpsD0gMEbDHmUkLrrHWGrM25Ado9QLgTkPLymwoj8W-a1h_PIEFsIH499e-rdyUX7qCSJV7Ud9ygFiXWDwhkYkKzgFiCTc6L5Jk7cmVBui9HTT-Ztoulnv7UfBUiOroKnpYWr5WBkOKDAGnEZpvKH9kehWR_zRjorUOA22XzZjaPcEgD44BSP_gAX18QZrUjK7_4p8K-EzN4kh5GEftvW5VrlgthvIlT8E3vUnejn3hzDZ3eq6LeH3fkkCsy5M.uBUZ2IUEgPplFDzzDtXQzM__W4XDE2k1Zi7FoSSmbog&dib_tag=se&keywords=serveur+nas&qid=1708504535&sr=8-49
"SYNOLOGY DS220+ 2-Bay NAS-Case Intel Windows, Sans","4,7 sur 5 étoiles",N/A,2 375,https://www.amazon.fr/Synology-DS220-SYNOLOGY-2-Bay-NAS-Case/dp/B08BS4PW1B/ref=sr_1_50?dib=eyJ2IjoiMSJ9.L3l44h4Z7BC0-CiSRb0r0ldwvgBK0q7P8zlv1wJFxlMWPzpsD0gMEbDHmUkLrrHWGrM25Ado9QLgTkPLymwoj8W-a1h_PIEFsIH499e-rdyUX7qCSJV7Ud9ygFiXWDwhkYkKzgFiCTc6L5Jk7cmVBui9HTT-Ztoulnv7UfBUiOroKnpYWr5WBkOKDAGnEZpvKH9kehWR_zRjorUOA22XzZjaPcEgD44BSP_gAX18QZrUjK7_4p8K-EzN4kh5GEftvW5VrlgthvIlT8E3vUnejn3hzDZ3eq6LeH3fkkCsy5M.uBUZ2IUEgPplFDzzDtXQzM__W4XDE2k1Zi7FoSSmbog&dib_tag=se&keywords=serveur+nas&qid=1708504535&sr=8-50
Asustor Drivestor 4 Pro AS3304T 4 Baies NAS Serveu,"4,2 sur 5 étoiles","369,",122,https://www.amazon.fr/Asustor-Drivestor-AS3304T-Serveur-Bo%C3%AEtier/dp/B08ZCMY13M/ref=sr_1_51?dib=eyJ2IjoiMSJ9.L3l44h4Z7BC0-CiSRb0r0ldwvgBK0q7P8zlv1wJFxlMWPzpsD0gMEbDHmUkLrrHWGrM25Ado9QLgTkPLymwoj8W-a1h_PIEFsIH499e-rdyUX7qCSJV7Ud9ygFiXWDwhkYkKzgFiCTc6L5Jk7cmVBui9HTT-Ztoulnv7UfBUiOroKnpYWr5WBkOKDAGnEZpvKH9kehWR_zRjorUOA22XzZjaPcEgD44BSP_gAX18QZrUjK7_4p8K-EzN4kh5GEftvW5VrlgthvIlT8E3vUnejn3hzDZ3eq6LeH3fkkCsy5M.uBUZ2IUEgPplFDzzDtXQzM__W4XDE2k1Zi7FoSSmbog&dib_tag=se&keywords=serveur+nas&qid=1708504535&sr=8-51
Silex E1335 Serveur de périphérique USB 3.0,"4,2 sur 5 étoiles","165,",96,https://www.amazon.fr/Silex-E1335-Serveur-p%C3%A9riph%C3%A9rique-USB/dp/B01G9SYGLU/ref=sr_1_52?dib=eyJ2IjoiMSJ9.L3l44h4Z7BC0-CiSRb0r0ldwvgBK0q7P8zlv1wJFxlMWPzpsD0gMEbDHmUkLrrHWGrM25Ado9QLgTkPLymwoj8W-a1h_PIEFsIH499e-rdyUX7qCSJV7Ud9ygFiXWDwhkYkKzgFiCTc6L5Jk7cmVBui9HTT-Ztoulnv7UfBUiOroKnpYWr5WBkOKDAGnEZpvKH9kehWR_zRjorUOA22XzZjaPcEgD44BSP_gAX18QZrUjK7_4p8K-EzN4kh5GEftvW5VrlgthvIlT8E3vUnejn3hzDZ3eq6LeH3fkkCsy5M.uBUZ2IUEgPplFDzzDtXQzM__W4XDE2k1Zi7FoSSmbog&dib_tag=se&keywords=serveur+nas&qid=1708504535&sr=8-52
Synology DS1522+ 5 Baies Solution NAS de Bureau 5x,"4,8 sur 5 étoiles","777,",105,https://www.amazon.fr/Synology-DS1522-Baies-Solution-Bureau/dp/B0B2RN4SJT/ref=sr_1_53_mod_primary_new?dib=eyJ2IjoiMSJ9.L3l44h4Z7BC0-CiSRb0r0ldwvgBK0q7P8zlv1wJFxlMWPzpsD0gMEbDHmUkLrrHWGrM25Ado9QLgTkPLymwoj8W-a1h_PIEFsIH499e-rdyUX7qCSJV7Ud9ygFiXWDwhkYkKzgFiCTc6L5Jk7cmVBui9HTT-Ztoulnv7UfBUiOroKnpYWr5WBkOKDAGnEZpvKH9kehWR_zRjorUOA22XzZjaPcEgD44BSP_gAX18QZrUjK7_4p8K-EzN4kh5GEftvW5VrlgthvIlT8E3vUnejn3hzDZ3eq6LeH3fkkCsy5M.uBUZ2IUEgPplFDzzDtXQzM__W4XDE2k1Zi7FoSSmbog&dib_tag=se&keywords=serveur+nas&qid=1708504535&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=8-53
Synology DS218 NAS 8To (2x 4To) WD Red,"4,6 sur 5 étoiles","576,",900,https://www.amazon.fr/Synology-DS218-NAS-8To-4To/dp/B07WJQR7DF/ref=sr_1_54?dib=eyJ2IjoiMSJ9.L3l44h4Z7BC0-CiSRb0r0ldwvgBK0q7P8zlv1wJFxlMWPzpsD0gMEbDHmUkLrrHWGrM25Ado9QLgTkPLymwoj8W-a1h_PIEFsIH499e-rdyUX7qCSJV7Ud9ygFiXWDwhkYkKzgFiCTc6L5Jk7cmVBui9HTT-Ztoulnv7UfBUiOroKnpYWr5WBkOKDAGnEZpvKH9kehWR_zRjorUOA22XzZjaPcEgD44BSP_gAX18QZrUjK7_4p8K-EzN4kh5GEftvW5VrlgthvIlT8E3vUnejn3hzDZ3eq6LeH3fkkCsy5M.uBUZ2IUEgPplFDzzDtXQzM__W4XDE2k1Zi7FoSSmbog&dib_tag=se&keywords=serveur+nas&qid=1708504535&sr=8-54
"DIGITUS Fast Serveur Réseau USB Ethernet, Multifon","3,3 sur 5 étoiles","73,",139,https://www.amazon.fr/DIGITUS-Serveur-multifonctions-dimpression-concentrateur/dp/B00609E9MA/ref=sr_1_55?dib=eyJ2IjoiMSJ9.L3l44h4Z7BC0-CiSRb0r0ldwvgBK0q7P8zlv1wJFxlMWPzpsD0gMEbDHmUkLrrHWGrM25Ado9QLgTkPLymwoj8W-a1h_PIEFsIH499e-rdyUX7qCSJV7Ud9ygFiXWDwhkYkKzgFiCTc6L5Jk7cmVBui9HTT-Ztoulnv7UfBUiOroKnpYWr5WBkOKDAGnEZpvKH9kehWR_zRjorUOA22XzZjaPcEgD44BSP_gAX18QZrUjK7_4p8K-EzN4kh5GEftvW5VrlgthvIlT8E3vUnejn3hzDZ3eq6LeH3fkkCsy5M.uBUZ2IUEgPplFDzzDtXQzM__W4XDE2k1Zi7FoSSmbog&dib_tag=se&keywords=serveur+nas&qid=1708504535&sr=8-55
Synology DS224+ Station de disque 2 baies NAS (Int,"4,6 sur 5 étoiles","635,",14,https://www.amazon.fr/Synology-Station-Celeron-IronWolf-ST4000VN006/dp/B0CF66JB31/ref=sr_1_56_mod_primary_new?dib=eyJ2IjoiMSJ9.L3l44h4Z7BC0-CiSRb0r0ldwvgBK0q7P8zlv1wJFxlMWPzpsD0gMEbDHmUkLrrHWGrM25Ado9QLgTkPLymwoj8W-a1h_PIEFsIH499e-rdyUX7qCSJV7Ud9ygFiXWDwhkYkKzgFiCTc6L5Jk7cmVBui9HTT-Ztoulnv7UfBUiOroKnpYWr5WBkOKDAGnEZpvKH9kehWR_zRjorUOA22XzZjaPcEgD44BSP_gAX18QZrUjK7_4p8K-EzN4kh5GEftvW5VrlgthvIlT8E3vUnejn3hzDZ3eq6LeH3fkkCsy5M.uBUZ2IUEgPplFDzzDtXQzM__W4XDE2k1Zi7FoSSmbog&dib_tag=se&keywords=serveur+nas&qid=1708504535&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=8-56
Asustor Drivestor 2 Pro AS3302T 2 Baies NAS Serveu,"4,3 sur 5 étoiles","259,",136,https://www.amazon.fr/Asustor-Drivestor-AS3302T-Serveur-Bo%C3%AEtier/dp/B08ZD7R72P/ref=sr_1_57?dib=eyJ2IjoiMSJ9.L3l44h4Z7BC0-CiSRb0r0ldwvgBK0q7P8zlv1wJFxlMWPzpsD0gMEbDHmUkLrrHWGrM25Ado9QLgTkPLymwoj8W-a1h_PIEFsIH499e-rdyUX7qCSJV7Ud9ygFiXWDwhkYkKzgFiCTc6L5Jk7cmVBui9HTT-Ztoulnv7UfBUiOroKnpYWr5WBkOKDAGnEZpvKH9kehWR_zRjorUOA22XzZjaPcEgD44BSP_gAX18QZrUjK7_4p8K-EzN4kh5GEftvW5VrlgthvIlT8E3vUnejn3hzDZ3eq6LeH3fkkCsy5M.uBUZ2IUEgPplFDzzDtXQzM__W4XDE2k1Zi7FoSSmbog&dib_tag=se&keywords=serveur+nas&qid=1708504535&sr=8-57
Toshiba 8TB N300 Internal Hard Drive – NAS 3.5 Inc,"4,2 sur 5 étoiles","199,",1 607,https://www.amazon.fr/Toshiba-Interne-Fonctionnement-parfait-Garantie/dp/B09B43F68X/ref=sr_1_58?dib=eyJ2IjoiMSJ9.L3l44h4Z7BC0-CiSRb0r0ldwvgBK0q7P8zlv1wJFxlMWPzpsD0gMEbDHmUkLrrHWGrM25Ado9QLgTkPLymwoj8W-a1h_PIEFsIH499e-rdyUX7qCSJV7Ud9ygFiXWDwhkYkKzgFiCTc6L5Jk7cmVBui9HTT-Ztoulnv7UfBUiOroKnpYWr5WBkOKDAGnEZpvKH9kehWR_zRjorUOA22XzZjaPcEgD44BSP_gAX18QZrUjK7_4p8K-EzN4kh5GEftvW5VrlgthvIlT8E3vUnejn3hzDZ3eq6LeH3fkkCsy5M.uBUZ2IUEgPplFDzzDtXQzM__W4XDE2k1Zi7FoSSmbog&dib_tag=se&keywords=serveur+nas&qid=1708504535&sr=8-58
Synology DiskStation DS1621+ Serveur de Stockage N,"4,7 sur 5 étoiles","1 079,",181,https://www.amazon.fr/Synology-DS1621-NAS-6-Baies/dp/B08JH22W42/ref=sr_1_59?dib=eyJ2IjoiMSJ9.L3l44h4Z7BC0-CiSRb0r0ldwvgBK0q7P8zlv1wJFxlMWPzpsD0gMEbDHmUkLrrHWGrM25Ado9QLgTkPLymwoj8W-a1h_PIEFsIH499e-rdyUX7qCSJV7Ud9ygFiXWDwhkYkKzgFiCTc6L5Jk7cmVBui9HTT-Ztoulnv7UfBUiOroKnpYWr5WBkOKDAGnEZpvKH9kehWR_zRjorUOA22XzZjaPcEgD44BSP_gAX18QZrUjK7_4p8K-EzN4kh5GEftvW5VrlgthvIlT8E3vUnejn3hzDZ3eq6LeH3fkkCsy5M.uBUZ2IUEgPplFDzzDtXQzM__W4XDE2k1Zi7FoSSmbog&dib_tag=se&keywords=serveur+nas&qid=1708504535&sr=8-59
TERRAMASTER D4-300 4 Baies USB 3.1 (Gen1) Type-C S,"4,4 sur 5 étoiles","179,",485,https://www.amazon.fr/sspa/click?ie=UTF8&spc=MTo2NjcyNjM0ODYyMTUwMDUxOjE3MDg1MDQ1MzU6c3BfYnRmOjIwMDgyMTM1OTU5NDAxOjowOjo&url=%2FTerraMaster-D4-300-Bo%25C3%25AEtier-externe-rempla%25C3%25A7able%2Fdp%2FB08CN4Z4PC%2Fref%3Dsr_1_60_sspa%3Fdib%3DeyJ2IjoiMSJ9.L3l44h4Z7BC0-CiSRb0r0ldwvgBK0q7P8zlv1wJFxlMWPzpsD0gMEbDHmUkLrrHWGrM25Ado9QLgTkPLymwoj8W-a1h_PIEFsIH499e-rdyUX7qCSJV7Ud9ygFiXWDwhkYkKzgFiCTc6L5Jk7cmVBui9HTT-Ztoulnv7UfBUiOroKnpYWr5WBkOKDAGnEZpvKH9kehWR_zRjorUOA22XzZjaPcEgD44BSP_gAX18QZrUjK7_4p8K-EzN4kh5GEftvW5VrlgthvIlT8E3vUnejn3hzDZ3eq6LeH3fkkCsy5M.uBUZ2IUEgPplFDzzDtXQzM__W4XDE2k1Zi7FoSSmbog%26dib_tag%3Dse%26keywords%3Dserveur%2Bnas%26qid%3D1708504535%26sr%3D8-60-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,https://www.amazon.fr/gp/help/customer/display.html?nodeId=548694
N/A,N/A,N/A,N/A,N/A
